"";"tweets";"value"
"4799";"<U+0D1F><U+0D4D><U+0D35><U+0D7B><U+0D1F><U+0D3F><U+0D1F><U+0D4D><U+0D35><U+0D7B><U+0D1F><U+0D3F><U+0D2F><U+0D3F><U+0D7D> <U+0D05><U+0D2A><U+0D42><U+0D7C><U+0D35><U+0D2E><U+0D3E><U+0D2F><U+0D47> <U+0D2E><U+0D48><U+0D21><U+0D7B> <U+0D13><U+0D35><U+0D31><U+0D41><U+0D15><U+0D7E> <U+0D05><U+0D24><U+0D41><U+0D02> <U+0D35><U+0D3F><U+0D15><U+0D4D><U+0D15><U+0D31><U+0D4D><U+0D31><U+0D4D> <U+0D2E><U+0D47><U+0D2F><U+0D4D><U+0D21><U+0D7B> <U+0D0E><U+0D19><U+0D4D><U+0D15><U+0D3F><U+0D32><U+0D41><U+0D02> <U+0D0E><U+0D24><U+0D4D><U+0D24><U+0D47><U+0D23><U+0D4D><U+0D1F> <U+0D38><U+0D4D><U+0D15><U+0D4B><U+0D7C> <U+0D7D> <U+0D12><U+0D24><U+0D41>…";0
"7008";"<U+0B87><U+0B99><U+0BCD><U+0B95><U+0BBF><U+0BB2><U+0BC0><U+0BB8><U+0BCD> <U+0B93><U+0B95><U+0BC7> <U+0BB9><U+0BBF><U+0BA8><U+0BCD><U+0BA4><U+0BBF> <U+0B95><U+0BB7><U+0BCD><U+0B9F><U+0BAE><U+0BCD> <U+0BAA><U+0BBE><U+0BB8><U+0BCD> <U+0BB0><U+0B9A><U+0BBF><U+0B95><U+0BB0><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0BAA><U+0BA4><U+0BBF><U+0BB2><U+0B9F><U+0BBF> <U+0B95><U+0BCA><U+0B9F><U+0BC1><U+0BA4><U+0BCD><U+0BA4> <U+0B9A><U+0BC6><U+0BA9><U+0BCD><U+0BA9><U+0BC8> <U+0B85><U+0BA3><U+0BBF><U+0B8E><U+0B99><U+0BCD><U+0B95><U+0BB3><U+0BA4><U+0BC1> <U+0B86><U+0BAA><U+0BCD> <U+0BAA><U+0BA4><U+0BBF><U+0BB5><U+0BBF><U+0BB1><U+0B95><U+0BCD><U+0B95><U+0BAE><U+0BCD> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BAF><U+0BB5><U+0BC1><U+0BAE><U+0BCD>…";0
"5091";"No match is as good as you expect it to be <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E34>";0
"7119";"bai please come up the order and play I want to see vinta…";0
"2602";"Control brain control";1
"5854";"Which is your favorite Retweet For FansFavorite For Fans h…";0
"6910";"Available at";0
"4286";"Chahal strikes again Jadeja goes and is at in overs";0
"2787";"A scary gun";1
"7696";"Have a permanent trophy first thn later dream of getting trophy Isnt a child game its a champion game to get a t…";0
"2384";"Kinda crappy doodle Continuing the run of highly viewed constantly liked pointless Doodles";1
"2179";"We thats the root of humor";1
"2715";"it was nice to get of that bonus in my check";1
"6403";"Raina Back on Top <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E31>";0
"4911";"RCB will be happy with that and strangely CSK will back themselves to get these Thats the beauty of the Chinnaswa…";0
"2837";"Have you SUCCEEDED in life If not whats holding you back";1
"387";"When you ask your husband whether the cat is in as it’s chucking it down and you’re met with pure sarcasm";1
"432";"I only learned to speak French and Polish and learning German just so I c…";1
"4681";"AB de Villiers amp Quinton de Kock smashed fifties plus Mandeep Singhs blitz towards the death helped RCB get past Watch…";0
"7769";"Here is my th entry for this contest doing cricket commentary on drinking delicious Frooti…";0
"656";"Just pay us almost in fee for every you want to borrow and only interest on the entire princi…";1
"3167";"Maldito cretino Cómo se le ocurre comparar a Hitler con Uribe";1
"6481";"Best Teams for dream";0
"7061";"Bro match fixers ah kadicha onnum thapillaye";0
"2063";"Donald Trump Bringing business back to America";1
"7603";"The only reason is playing in instead of is because of you Still wonder what the…";0
"4354";"Intha Ulagame Unna Ethirthalum ella Solnilai Layum Ne Thotunu munna ninnu alarunalum Neya Othukura Varayum Unna yev…";0
"3497";"Just renewed vehicle registration and drivers license People working at registries are so damn happy to have a job";1
"3215";"I dont think I know anyone who might be excited about this";1
"6502";"Why flags of and scarfs are not allowed inside the stadium in to show support for CSK in…";0
"1612";"I wishNo really I’m thrilled to keep paying for half a pound of grass fed NZ butter Dairy is one of thos…";1
"4928";"WHO WIN TODAY MATCH";0
"1020";"Mental illness are like the old photos of your childhood that you dont want nobody to see but theyre still there…";1
"3112";"You are just a selfish conservative who wants to keep more of what you earn rather than give it to mo…";1
"1258";"Arm Waffle House employees Maybe those who are willing to undergo firearms training and conceal car…";1
"175";"Cannot wait to see all the insta updates and tweets of people who are pretending to review but are actu…";1
"4277";"Chahal beauty of spin bowling Well doneBring down";0
"328";"Looking at how orgs getting ready for it reminds me of simpler times when we were preparing for";1
"6924";"ChennaiIPL Flaunt amp WhistlePodu Presenting the Official ChennaiIPL Stickers Tshirts Mugs amp Mobile coversAv…";0
"4583";"Over square leg umpire for raidu in overs";0
"3685";"But what about Hillarys emails OY";1
"5957";"Mudhal adi appadi innum adhula irundhu theliyala";0
"2272";"Theres a method to my madness when i said ill be perfectly find with kenny LMAOOO <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"6640";"and   are the teams with lots of craze and huge fan base irrespective of results and situations Without…";0
"6376";"Head To Head Won Won So Eroju Count Ki Move Avuthundhi <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>";0
"5255";"Hadnt been for Bravo Tahir would ran all the way back to Chennai";0
"4763";"RCB <U+0932><U+0947> <U+091C><U+093F><U+0924><U+094D><U+0928><U+0947> <U+092D><U+094B><U+0964>";0
"5200";"OverDe Grandhomme Mandeep R JadejaB";0
"4200";"MSD MSD MSD crowd roaring in overs";0
"5166";"<U+0B87><U+0BA9><U+0BCD><U+0BA9><U+0BC8><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0B9C><U+0BC6><U+0BAF><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BC1><U+0BA4><U+0BC1>";0
"3414";"Amazing reporting from of able to film at the site of the alleged chemical attack something i…";1
"1845";"Won’t they be redistributing their new found wealth";1
"5275";"wickets in balls back in the game Dangerous and Corey Anderson gone";0
"3750";"Sounds reasonable to me Communist";1
"3436";"Creo que me equivoqué de carrera y debía haber sido gurú motivador graba videos en facebook con mensajes del corazón";1
"6160";"Welcome to Match of the between and CSK won won the toss and chose to field first…";0
"3624";"After conwoman has dicovered";1
"4052";"Yas a totes a bitch tote bag will be heading your way soon";1
"4302";"medha ne pethapam";0
"3363";"Kakes coming out of game HUG WATCH <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E36> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E64>";1
"7385";"MY PRECIOUS BEANS <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E31>";0
"2879";"Obviously Nehrus responsible Why He introduced cash into the economy";1
"5060";"Jadejas rocket throw and lightning speed stumping of dhoni Still better love story then twilight";0
"6138";"XI Shane Watson Ambati Rayudu Suresh RainaSam Billings MS Dhoniwc Dwayne Bravo RavindraJadeja Har…";0
"1497";"But butmy return will be POSTCARD siz…";1
"918";"<U+092E><U+0947><U+0902><U+091F><U+0932> <U+0939><U+0949><U+0938><U+094D><U+092A><U+093F><U+091F><U+0932> <U+091C><U+093E><U+0913> <U+0924><U+094B> <U+0938><U+093F><U+0930><U+094D><U+092B> <U+092E><U+094B><U+092C><U+093E><U+0907><U+0932> <U+092E><U+0947><U+0902> <U+0939><U+0940> <U+0927><U+094D><U+092F><U+093E><U+0928> <U+092E><U+0924> <U+0930><U+0916><U+094B><U+0906><U+0917><U+0947> <U+092A><U+0940><U+091B><U+0947> <U+092D><U+0940> <U+0926><U+0947><U+0916><U+093E> <U+0915><U+0930><U+0947><U+0902><U+0964><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E64>";1
"1397";"So Jake is still a stone cold badass amp Darvish is looking like he’s still jet lagged from the LA to Chicag…";1
"1066";"Selfprojection costcookie cut out my heart inFive Gold Stars Shape <U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F>";1
"6570";"Live on Facebook with the the live link is on asianet newsable page";0
"7049";"<U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0BBF><U+0BB2><U+0BCD> <U+0B9F><U+0BCD><U+0BB5><U+0BC0><U+0B9F><U+0BCD> <U+0BB9><U+0BBF><U+0BA8><U+0BCD><U+0BA4><U+0BBF> <U+0BB0><U+0B9A><U+0BBF><U+0B95><U+0BB0><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0B9A><U+0BC6><U+0BA9><U+0BCD><U+0BA9><U+0BC8> <U+0B85><U+0BA3><U+0BBF> <U+0BA8><U+0BBF><U+0BB0><U+0BCD><U+0BB5><U+0BBE><U+0B95><U+0BAE><U+0BCD> <U+0BA8><U+0BC6><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BAF><U+0B9F><U+0BBF> <U+0BAA><U+0BA4><U+0BBF><U+0BB2><U+0BCD>";0
"4510";"The crowd is confused who to support Can hear a mix of CSK and RCB cheers Idea Shout in unison saying Cauvery…";0
"727";"Another eloquent well thought out argument from someone on the left";1
"1781";"Try Googling it";1
"1259";"AP has Official Telugu News channels I think every channel has conducted issue of PK atleast once I think fans…";1
"7315";"amp fans right now <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";0
"3229";"Too bad Lying is not a crime but collusion is";1
"4309";"Ok All the best for next match";0
"5346";"Join <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>";0
"4732";"Yov kayal enga poninga match";0
"5402";"Tahir";0
"93";"wondering how a person close to PM gets convicted by the court that is supposedly compromised with RSS ideology Sa…";1
"1906";"So proud of Scott Pruitt and James Bridenstine Making Oklahoma proud";1
"4940";"Power play will decide the fate of this chase should look to make the most of the first six overs Come o…";0
"392";"Obviously rip";1
"2038";"Is it just me or does it seem like twitter is verifying anyone these days I’m nobody so i’m not verified <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64>";1
"4795";"Stephen Fleming lashes out at critics";0
"6135";"Bromance <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>";0
"5157";"One more day <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> win pannuthu dot";0
"1688";"You have to put up with the fact that I do not have a lt button on my cheap keyboard";1
"6052";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";0
"532";"Piers is much more hurt than any of us tho let’s not forget that What Wenger did at Arsenal was done just to upset Pi…";1
"437";"great trade";1
"5668";"Virat to MS“Mahi bhai mujhe jeetne ka mantra bata”MS “Tu chhod kr mein aaja” <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33>";0
"922";"This is why there should be an instructor in the gym <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E61>";1
"556";"Can u survive wo oxygen NoWill the human race continue wo women NoR women coming fwd wid deir tormented pas…";1
"5803";"Oh noooonoooooDamn gone<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E34>Huge huge wicket for";0
"5190";"on the run Knocks off super man and";0
"34";"Nice I’ve been a user of the iOS app for a few months now Thx for the s…";1
"5968";"CSK CSK CSK CSK CSK";0
"4755";"First err from Watto <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E36><U+383C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E35>";0
"7706";"<U+0B85><U+0BA9><U+0BBE><U+FFF0> <U+0BB0><U+0B9A><U+0BBF><U+0B95><U+0BB0><U+0BCD><U+0B95><U+0BB3><U+0BCD> <U+0BA4><U+0BCB><U+0BB2><U+0BCD><U+0BB5><U+0BBF><U+0BAF> <U+0B87><U+0BB5><U+0BCD><U+0BB3><U+0BCB> <U+0BB0><U+0B9A><U+0BBF><U+0B9A><U+0BCD><U+0B9A><U+0BBF> <U+0B95><U+0BCA><U+0BA3><U+0BCD><U+0B9F><U+0BBE><U+0B9F><U+0BC1><U+0BB1><U+0BBE><U+0BA9><U+0BC1><U+0B99><U+0BCD><U+0B95><U+0BA9><U+0BCD><U+0BA9><U+0BBE> <U+0B99><U+0BCD><U+0B95><U+0BCB><U+0BA4><U+0BCD><U+0BA4><U+0BBE> <U+0B8E><U+0BAE><U+0BCD><U+0BAA><U+0BC1><U+0B9F><U+0BCD><U+0B9F><U+0BC1> <U+0B85><U+0B9F><U+0BBF> <U+0BA8><U+0BBE><U+0BB0> <U+0B95><U+0BC1><U+0BA4><U+0BCD><U+0BA4><U+0BC1>…";0
"7719";"<U+0B92><U+0BB0><U+0BBF><U+0B9C><U+0BBF><U+0BA9><U+0BB2><U+0BCD> <U+0BA4><U+0BB2> <U+0BB5><U+0BB0> <U+0B85><U+0BAA><U+0BCD><U+0BAA> <U+0B9A><U+0BC8><U+0B9F><U+0BC1> <U+0B8E><U+0BB2><U+0BCD><U+0BB2><U+0BBE><U+0BAE><U+0BCD> <U+0B87><U+0BAA><U+0BCD><U+0BAA><U+0B9F><U+0BBF><U+0BA4><U+0BCD><U+0BA4><U+0BBE><U+0BA9><U+0BCD> <U+0B93><U+0BB0><U+0BAE><U+0BBE> <U+0BAA><U+0BCB><U+0B95><U+0BA9><U+0BC1><U+0BAE><U+0BCD>";0
"1422";"Now Pete was thinking but I said that might be much Lol<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E38> Just fucking with every…";1
"6132";"How lovely they are Semma<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65> won toss amp elected to bowl first Lets wait amp watch Who will wi…";0
"7718";"Wish you A many more happy returns of the day sir There wont be any atheist in the religion of cricket…";0
"109";"In case you didn’t know fellow teachers there are limits to your role of helping with a child’s upbringing St…";1
"6994";"Its Best vs Best Match today evening vs Who will win Its vs <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E66>";0
"83";"Stock market plummets after Caterpillar announces record firstquarter profit was a record";1
"36";"An NRA member Im sure";1
"5967";"<U+0B8A><U+0BAE><U+0BCD><U+0BAA><U+0BBF><U+0B9A><U+0BCD><U+0B9A><U+0BC1>";0
"923";"Absolutely unacceptable You cannot spend quality time with your friends and have a life";1
"6742";"fan fan";0
"1526";"I like your tweet but if theyre that fast how can you tell";1
"6582";"Be that in On Off Screens<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+613C><U+3E64> It All a Dads Dream<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+623C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E64>";0
"5864";"<U+0BB0><U+0BA9><U+0BCD><U+0BA9><U+0BBF><U+0B99><U+0BCD><U+0BA9><U+0BBE> <U+0BA4><U+0BB2> <U+0BA4><U+0BBE><U+0BA9><U+0BCD>";0
"6009";"Dhoni doesnt believe how the pitch is looking or chances of what amount of Dew will be there latter…";0
"839";"right because if history shows anything its that the DNC treats all candidates equally";1
"5244";"Tahir you beauty CSK Ripped apart RCB inside overs";0
"5228";"got TWO QUICK wickets is BackIts FUNNY to SEE celebrating";0
"3858";"I’m shocked that happened to Olenek <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E34>";1
"221";"Catchy names for cults are officially out of style";1
"277";"Why didnt we put Betances on waivers Lol";1
"2485";"Sure glad the got";1
"1177";"Think have truly excelled in their level of customer service tonight cancel the stops after BPW from Padd…";1
"710";"This is crazy my son stopped this tech came back talking about it was dirty <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E65><U+200D><U+2640><U+FE0F> I said try…";1
"5635";"fans from Chennai Mumbai and Pune share a video of you doing a cricket commentary on drinking Frooti and get a chance t…";0
"2810";"No sir U r wrong It showed TN in bad taste and as fringe elements to the whole nation It brough…";1
"4458";"has now lost the game says one of my closest friend";0
"7040";"lt gt";0
"1464";"Um its peddle so thats not how any saying goes And again that private school ed is winning for ya eh";1
"3464";"Shock";1
"5161";"What a knock by AB";0
"7695";"Back to the <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E64> like a boss <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65> daaaw";0
"1076";"How wonderful it is for your parents to think your the biggest saint";1
"3949";"BREAKING years since the Titanic sank as the criminal media propaganda complex’s fake news pimps and propagandists…";1
"5187";"Epdiyachu innum Rendu wicket edungada Abd adikkavitruka koodathu Ippo povainga la mudichrkinumWorst da<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E66>";0
"1257";"Sir ji toh news par bhi bigotry k <U+0938><U+092E><U+093E><U+0928><U+093E><U+0930><U+094D><U+0925><U+0940> <U+092C><U+0928> <U+0917><U+090F><U+0964> I totally agree with you IN…";1
"4204";"Instead if retaining Jadeja CSK should have retained R Ashwin";0
"421";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> im not a good listener";1
"5753";"My prediction for todays match will be the winner And yours pick for today<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E37>";0
"893";"Canceled an Ola Cab booking today because driver’s name was dhoni I was confused cab aaye gi ya helicopter <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E34>";1
"2064";"Just FYI Playing Elphaba with hay fever is so much fun guys <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33>";1
"207";"Bucks Giannis Antetokounmpo for FGs Hes only shot less once this season He also only had two total drives a…";1
"2691";"Damn That Was Something To Think About <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E63>";1
"3698";"Nak gain rt kan mstilah";1
"3393";"Wrong Chiarelli best GM ever and deserves all credit for Boston team he inherited from JG what a team he built";1
"5490";"Updating Software <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39> jeetegi <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65> Believe me <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>";0
"7206";"Best vs best matches football and cricket today trends Vs AND Vs";0
"729";"So anyone see floating raptured humans todayNo They were wrong againIMAGINE THAT";1
"7015";"WTF dude I know most of the franchise dont care about it anyway but they sell IPL to the crowd saying…";0
"6718";"will win the toss";0
"7292";"Dwayne John Bravo Chennai Super Kings";0
"6195";"<U+0BA4><U+0BC1><U+0BB5><U+0B95><U+0BCD><U+0B95><U+0BAE><U+0BC7> <U+0B9A><U+0BBF><U+0BB1><U+0BAA><U+0BCD><U+0BAA><U+0BC1> <U+0BB5><U+0BBE><U+0B95><U+0BC8> <U+0B9A><U+0BC2><U+0B9F> <U+0BB5><U+0BBE><U+0BB4><U+0BCD><U+0BA4><U+0BCD><U+0BA4><U+0BC1><U+0B95><U+0BB3><U+0BCD>";0
"4804";"All Set for An Epic Run Chase <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>Positive <U+270C>Lets see";0
"2513";"Seriously this place is so ugly San Francisco California";1
"3770";"Tag <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"3236";"Waking up to suicidal thoughts is always a";1
"5362";"jeetegi";0
"5414";"<U+0B9A><U+0BCA><U+0BA9><U+0BCD><U+0BA9><U+0BA4><U+0BC1> <U+0BA4><U+0BAA><U+0BCD><U+0BAA><U+0BBF><U+0BB2><U+0BCD><U+0BB2> <U+0B85><U+0BA4> <U+0B9A><U+0BCA><U+0BB2><U+0BCD><U+0BB1><U+0BA4><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0BAE><U+0BC1><U+0BA9><U+0BCD><U+0BA9><U+0BBE><U+0B9F><U+0BBF> <U+0BA8><U+0BC0><U+0B99><U+0BCD><U+0B95> <U+0B8E><U+0BAA><U+0BCD><U+0BAA><U+0B9F><U+0BBF> <U+0B87><U+0BB0><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BBF><U+0B99><U+0BCD><U+0B95><U+0BC6><U+0BA9><U+0BCD><U+0BA9><U+0BC1> <U+0B95><U+0BCA><U+0B9E><U+0BCD><U+0B9A><U+0BAE><U+0BCD> <U+0BAF><U+0BCB><U+0B9A><U+0BBF><U+0B9A><U+0BCD><U+0B9A><U+0BBF> <U+0BAA><U+0BBE><U+0BB0><U+0BC1><U+0B99><U+0BCD><U+0B95> <U+0B9A><U+0BBE><U+0BB0><U+0BCD> <U+0BB5><U+0BC7><U+0BB2><U+0B99><U+0BCD>…";0
